old_path,new_path,action,reason
"algorithms/08_GRPO/01_Theory_Derivation.md","01-强化学习与对齐算法/1.3-推理强化学习与可验证奖励/1.3.1-grpo/1.3.1-grpo.md","迁移并修订","主文迁入同名首页并校订"
"algorithms/08_GRPO/02_Implementation.py","01-强化学习与对齐算法/1.3-推理强化学习与可验证奖励/1.3.1-grpo/implementation.py","迁移并修订","实现迁入算法目录并标记验证状态"
"algorithms/08_GRPO/03_Theory_Practice_Link.md","01-强化学习与对齐算法/1.3-推理强化学习与可验证奖励/1.3.1-grpo/1.3.1.1-理论与实践.md","迁移并修订","理论实践页按继承编号迁移"
"algorithms/08_GRPO/04_Content.ipynb","01-强化学习与对齐算法/1.3-推理强化学习与可验证奖励/1.3.1-grpo/experiment.ipynb","迁移并修订","Notebook 迁入算法目录并标记验证状态"
"algorithms/08_GRPO/GRPO_Family_Comparison.md","01-强化学习与对齐算法/1.4-算法比较与选型/1.4.2-grpo家族比较.md","迁移并修订","比较页重写为五轴比较"
"algorithms/08_GRPO/images/group_sampling.png","01-强化学习与对齐算法/1.3-推理强化学习与可验证奖励/1.3.1-grpo/images/group_sampling.png","附件迁移","附件按文件身份迁移"
"algorithms/09_DAPO/01_Theory_Derivation.md","01-强化学习与对齐算法/1.3-推理强化学习与可验证奖励/1.3.3-dapo/1.3.3-dapo.md","迁移并修订","主文迁入同名首页并校订"
"algorithms/09_DAPO/02_Implementation.py","01-强化学习与对齐算法/1.3-推理强化学习与可验证奖励/1.3.3-dapo/implementation.py","迁移并修订","实现迁入算法目录并标记验证状态"
"algorithms/09_DAPO/03_Theory_Practice_Link.md","01-强化学习与对齐算法/1.3-推理强化学习与可验证奖励/1.3.3-dapo/1.3.3.1-理论与实践.md","迁移并修订","理论实践页按继承编号迁移"
"algorithms/09_DAPO/04_Content.ipynb","01-强化学习与对齐算法/1.3-推理强化学习与可验证奖励/1.3.3-dapo/experiment.ipynb","迁移并修订","Notebook 迁入算法目录并标记验证状态"
"algorithms/09_DAPO/images/decoupled_clipping.png","01-强化学习与对齐算法/1.3-推理强化学习与可验证奖励/1.3.3-dapo/images/decoupled_clipping.png","附件迁移","附件按文件身份迁移"
"algorithms/09_DAPO/papers/DAPO_2503.14476.pdf","01-强化学习与对齐算法/1.3-推理强化学习与可验证奖励/1.3.3-dapo/papers/DAPO_2503.14476.pdf","附件迁移","附件按文件身份迁移"
"algorithms/10_GSPO/01_Theory_Derivation.md","01-强化学习与对齐算法/1.3-推理强化学习与可验证奖励/1.3.4-gspo/1.3.4-gspo.md","迁移并修订","主文迁入同名首页并校订"
"algorithms/10_GSPO/02_Implementation.py","01-强化学习与对齐算法/1.3-推理强化学习与可验证奖励/1.3.4-gspo/implementation.py","迁移并修订","实现迁入算法目录并标记验证状态"
"algorithms/10_GSPO/03_Theory_Practice_Link.md","01-强化学习与对齐算法/1.3-推理强化学习与可验证奖励/1.3.4-gspo/1.3.4.1-理论与实践.md","迁移并修订","理论实践页按继承编号迁移"
"algorithms/10_GSPO/04_Content.ipynb","01-强化学习与对齐算法/1.3-推理强化学习与可验证奖励/1.3.4-gspo/experiment.ipynb","迁移并修订","Notebook 迁入算法目录并标记验证状态"
"algorithms/10_GSPO/images/sequence_vs_token.png","01-强化学习与对齐算法/1.3-推理强化学习与可验证奖励/1.3.4-gspo/images/sequence_vs_token.png","附件迁移","附件按文件身份迁移"
"algorithms/10_GSPO/papers/GSPO_2507.18071.pdf","01-强化学习与对齐算法/1.3-推理强化学习与可验证奖励/1.3.4-gspo/papers/GSPO_2507.18071.pdf","附件迁移","附件按文件身份迁移"
"algorithms/11_ORPO/01_Theory_Derivation.md","01-强化学习与对齐算法/1.2-偏好优化与rlhf/1.2.4-orpo/1.2.4-orpo.md","迁移并修订","主文迁入同名首页并校订"
"algorithms/11_ORPO/02_Implementation.py","01-强化学习与对齐算法/1.2-偏好优化与rlhf/1.2.4-orpo/implementation.py","迁移并修订","实现迁入算法目录并标记验证状态"
"algorithms/11_ORPO/03_Theory_Practice_Link.md","01-强化学习与对齐算法/1.2-偏好优化与rlhf/1.2.4-orpo/1.2.4.1-理论与实践.md","迁移并修订","理论实践页按继承编号迁移"
"algorithms/11_ORPO/04_Content.ipynb","01-强化学习与对齐算法/1.2-偏好优化与rlhf/1.2.4-orpo/experiment.ipynb","迁移并修订","Notebook 迁入算法目录并标记验证状态"
"algorithms/11_ORPO/images/odds_ratio_diagram.png","01-强化学习与对齐算法/1.2-偏好优化与rlhf/1.2.4-orpo/images/odds_ratio_diagram.png","附件迁移","附件按文件身份迁移"
"algorithms/12_RLOO/01_Theory_Derivation.md","01-强化学习与对齐算法/1.3-推理强化学习与可验证奖励/1.3.2-rloo/1.3.2-rloo.md","迁移并修订","主文迁入同名首页并校订"
"algorithms/12_RLOO/02_Implementation.py","01-强化学习与对齐算法/1.3-推理强化学习与可验证奖励/1.3.2-rloo/implementation.py","迁移并修订","实现迁入算法目录并标记验证状态"
"algorithms/12_RLOO/03_Theory_Practice_Link.md","01-强化学习与对齐算法/1.3-推理强化学习与可验证奖励/1.3.2-rloo/1.3.2.1-理论与实践.md","迁移并修订","理论实践页按继承编号迁移"
"algorithms/12_RLOO/04_Content.ipynb","01-强化学习与对齐算法/1.3-推理强化学习与可验证奖励/1.3.2-rloo/experiment.ipynb","迁移并修订","Notebook 迁入算法目录并标记验证状态"
"algorithms/12_RLOO/images/leave_one_out.png","01-强化学习与对齐算法/1.3-推理强化学习与可验证奖励/1.3.2-rloo/images/leave_one_out.png","附件迁移","附件按文件身份迁移"
"algorithms/12_RLOO/papers/RLOO_2402.14740.pdf","01-强化学习与对齐算法/1.3-推理强化学习与可验证奖励/1.3.2-rloo/papers/RLOO_2402.14740.pdf","附件迁移","附件按文件身份迁移"
"algorithms/13_SimPO/01_Theory_Derivation.md","01-强化学习与对齐算法/1.2-偏好优化与rlhf/1.2.5-simpo/1.2.5-simpo.md","迁移并修订","主文迁入同名首页并校订"
"algorithms/13_SimPO/02_Implementation.py","01-强化学习与对齐算法/1.2-偏好优化与rlhf/1.2.5-simpo/implementation.py","迁移并修订","实现迁入算法目录并标记验证状态"
"algorithms/13_SimPO/03_Theory_Practice_Link.md","01-强化学习与对齐算法/1.2-偏好优化与rlhf/1.2.5-simpo/1.2.5.1-理论与实践.md","迁移并修订","理论实践页按继承编号迁移"
"algorithms/13_SimPO/04_Content.ipynb","01-强化学习与对齐算法/1.2-偏好优化与rlhf/1.2.5-simpo/experiment.ipynb","迁移并修订","Notebook 迁入算法目录并标记验证状态"
"algorithms/14_IPO/01_Theory_Derivation.md","01-强化学习与对齐算法/1.2-偏好优化与rlhf/1.2.3-ipo/1.2.3-ipo.md","迁移并修订","主文迁入同名首页并校订"
"algorithms/14_IPO/02_Implementation.py","01-强化学习与对齐算法/1.2-偏好优化与rlhf/1.2.3-ipo/implementation.py","迁移并修订","实现迁入算法目录并标记验证状态"
"algorithms/14_IPO/03_Theory_Practice_Link.md","01-强化学习与对齐算法/1.2-偏好优化与rlhf/1.2.3-ipo/1.2.3.1-理论与实践.md","迁移并修订","理论实践页按继承编号迁移"
"algorithms/14_IPO/04_Content.ipynb","01-强化学习与对齐算法/1.2-偏好优化与rlhf/1.2.3-ipo/experiment.ipynb","迁移并修订","Notebook 迁入算法目录并标记验证状态"
"algorithms/15_KTO/01_Theory_Derivation.md","_archive/unverified/15_KTO-错误旧稿/01_Theory_Derivation.md","归档保留","旧稿存在身份或公式风险，隔离保全"
"algorithms/15_KTO/02_Implementation.py","_archive/unverified/15_KTO-错误旧稿/02_Implementation.py","归档保留","旧稿存在身份或公式风险，隔离保全"
"algorithms/15_KTO/03_Theory_Practice_Link.md","_archive/unverified/15_KTO-错误旧稿/03_Theory_Practice_Link.md","归档保留","旧稿存在身份或公式风险，隔离保全"
"algorithms/15_KTO/04_Content.ipynb","_archive/unverified/15_KTO-错误旧稿/04_Content.ipynb","归档保留","旧稿存在身份或公式风险，隔离保全"
"algorithms/15_KTO/papers/KTO_2402.01306.pdf","01-强化学习与对齐算法/1.2-偏好优化与rlhf/1.2.6-kto/papers/KTO_2402.01306.pdf","附件迁移","附件按文件身份迁移"
"algorithms/16_GMPO/01_Theory_Derivation.md","_archive/unverified/16_GMPO-错误旧稿/01_Theory_Derivation.md","归档保留","旧稿存在身份或公式风险，隔离保全"
"algorithms/16_GMPO/02_Implementation.py","_archive/unverified/16_GMPO-错误旧稿/02_Implementation.py","归档保留","旧稿存在身份或公式风险，隔离保全"
"algorithms/16_GMPO/03_Theory_Practice_Link.md","_archive/unverified/16_GMPO-错误旧稿/03_Theory_Practice_Link.md","归档保留","旧稿存在身份或公式风险，隔离保全"
"algorithms/16_GMPO/04_Content.ipynb","_archive/unverified/16_GMPO-错误旧稿/04_Content.ipynb","归档保留","旧稿存在身份或公式风险，隔离保全"
"algorithms/16_GMPO/papers/Geometric Mean PO (Conceptual)_Info.md","_archive/unverified/16_GMPO-错误旧稿/papers/Geometric Mean PO (Conceptual)_Info.md","归档保留","旧稿存在身份或公式风险，隔离保全"
"algorithms/17_GDPO/01_Theory_Derivation.md","_archive/unverified/17_GDPO-错误旧稿/01_Theory_Derivation.md","归档保留","旧稿存在身份或公式风险，隔离保全"
"algorithms/18_GHPO/01_Theory_Derivation.md","_archive/unverified/18_GHPO-错误旧稿/01_Theory_Derivation.md","归档保留","旧稿存在身份或公式风险，隔离保全"
"algorithms/19_JustRL/01_Theory_Derivation.md","_archive/unverified/19_JustRL-错误旧稿/01_Theory_Derivation.md","归档保留","旧稿存在身份或公式风险，隔离保全"
"algorithms/19_JustRL/02_Implementation.py","_archive/unverified/19_JustRL-错误旧稿/02_Implementation.py","归档保留","旧稿存在身份或公式风险，隔离保全"
"algorithms/19_JustRL/03_Theory_Practice_Link.md","_archive/unverified/19_JustRL-错误旧稿/03_Theory_Practice_Link.md","归档保留","旧稿存在身份或公式风险，隔离保全"
"algorithms/19_JustRL/04_Content.ipynb","_archive/unverified/19_JustRL-错误旧稿/04_Content.ipynb","归档保留","旧稿存在身份或公式风险，隔离保全"
"algorithms/19_JustRL/papers/LIMA_2305.11206.pdf","_archive/unverified/19_JustRL-错误旧稿/papers/LIMA_2305.11206.pdf","归档保留","附件按文件身份迁移"
"algorithms/20_RLHF_Pipeline/01_Theory_Derivation.md","_archive/unverified/20_RLHF_Pipeline-错误旧稿/01_Theory_Derivation.md","归档保留","旧稿存在身份或公式风险，隔离保全"
"algorithms/20_RLHF_Pipeline/02_Implementation.py","_archive/unverified/20_RLHF_Pipeline-错误旧稿/02_Implementation.py","归档保留","旧稿存在身份或公式风险，隔离保全"
"algorithms/20_RLHF_Pipeline/03_Theory_Practice_Link.md","_archive/unverified/20_RLHF_Pipeline-错误旧稿/03_Theory_Practice_Link.md","归档保留","旧稿存在身份或公式风险，隔离保全"
"algorithms/20_RLHF_Pipeline/04_Content.ipynb","_archive/unverified/20_RLHF_Pipeline-错误旧稿/04_Content.ipynb","归档保留","旧稿存在身份或公式风险，隔离保全"
"algorithms/21_RL_Scaling/01_Theory_Derivation.md","01-强化学习与对齐算法/1.3-推理强化学习与可验证奖励/1.3.9-强化学习计算扩展/1.3.9-强化学习计算扩展.md","迁移并修订","主文迁入同名首页并校订"
"algorithms/22_Tricks_or_Traps/01_Theory_Derivation.md","01-强化学习与对齐算法/1.3-推理强化学习与可验证奖励/1.3.10-tricks-or-traps/1.3.10-tricks-or-traps.md","迁移并修订","主文迁入同名首页并校订"
"algorithms/23_RLVR/01_Theory_Derivation.md","_archive/unverified/23_RLVR-错误旧稿/01_Theory_Derivation.md","归档保留","旧稿存在身份或公式风险，隔离保全"
"algorithms/23_RLVR/02_Implementation.py","_archive/unverified/23_RLVR-错误旧稿/02_Implementation.py","归档保留","旧稿存在身份或公式风险，隔离保全"
"algorithms/23_RLVR/03_Theory_Practice_Link.md","_archive/unverified/23_RLVR-错误旧稿/03_Theory_Practice_Link.md","归档保留","旧稿存在身份或公式风险，隔离保全"
"algorithms/23_RLVR/04_Content.ipynb","_archive/unverified/23_RLVR-错误旧稿/04_Content.ipynb","归档保留","旧稿存在身份或公式风险，隔离保全"
"algorithms/24_OREO/01_Theory_Derivation.md","_archive/unverified/24_OREO-错误旧稿/01_Theory_Derivation.md","归档保留","旧稿存在身份或公式风险，隔离保全"
"algorithms/24_OREO/02_Implementation.py","_archive/unverified/24_OREO-错误旧稿/02_Implementation.py","归档保留","旧稿存在身份或公式风险，隔离保全"
"algorithms/24_OREO/03_Theory_Practice_Link.md","_archive/unverified/24_OREO-错误旧稿/03_Theory_Practice_Link.md","归档保留","旧稿存在身份或公式风险，隔离保全"
"algorithms/24_OREO/04_Content.ipynb","_archive/unverified/24_OREO-错误旧稿/04_Content.ipynb","归档保留","旧稿存在身份或公式风险，隔离保全"
"algorithms/24_OREO/papers/OREO_2412.16145.pdf","01-强化学习与对齐算法/1.3-推理强化学习与可验证奖励/1.3.12-oreo/papers/OREO_2412.16145.pdf","附件迁移","附件按文件身份迁移"
"algorithms/25_COCONUT/01_Theory_Derivation.md","_archive/unverified/25_COCONUT-错误旧稿/01_Theory_Derivation.md","归档保留","旧稿存在身份或公式风险，隔离保全"
"algorithms/25_COCONUT/02_Implementation.py","_archive/unverified/25_COCONUT-错误旧稿/02_Implementation.py","归档保留","旧稿存在身份或公式风险，隔离保全"
"algorithms/25_COCONUT/03_Theory_Practice_Link.md","_archive/unverified/25_COCONUT-错误旧稿/03_Theory_Practice_Link.md","归档保留","旧稿存在身份或公式风险，隔离保全"
"algorithms/25_COCONUT/04_Content.ipynb","_archive/unverified/25_COCONUT-错误旧稿/04_Content.ipynb","归档保留","旧稿存在身份或公式风险，隔离保全"
"algorithms/25_COCONUT/papers/COCONUT_2412.19379.pdf","_archive/unverified/25_COCONUT-错误旧稿/papers/COCONUT_2412.19379.pdf","归档保留","附件按文件身份迁移"
"algorithms/99_Family_Comparisons/DPO_Family.md","01-强化学习与对齐算法/1.4-算法比较与选型/1.4.1-dpo家族比较.md","迁移并修订","比较页纳入统一选型章节"
"cs336/Lecture1/Lecture1-MTP.md","02-cs336课程笔记/2.1-第01讲-课程概览与分词/2.1.2-多词元预测.md","迁移并修订","讲内文章按继承编号迁移"
"cs336/Lecture1/Lecture1-Main.md","02-cs336课程笔记/2.1-第01讲-课程概览与分词/2.1-第01讲-课程概览与分词.md","迁移并修订","讲次主页改为目录同名首页"
"cs336/Lecture1/Lecture1-Tokenizer.md","02-cs336课程笔记/2.1-第01讲-课程概览与分词/2.1.3-分词器.md","迁移并修订","讲内文章按继承编号迁移"
"cs336/Lecture1/Lecture1-如何理解PPL.md","02-cs336课程笔记/2.1-第01讲-课程概览与分词/2.1.1-困惑度.md","迁移并修订","讲内文章按继承编号迁移"
"cs336/Lecture10/Lecture10-Arithmetic-Intensity-Analysis.md","02-cs336课程笔记/2.10-第10讲-推理系统/2.10.1-算术强度分析.md","迁移并修订","讲内文章按继承编号迁移"
"cs336/Lecture10/Lecture10-Main.md","02-cs336课程笔记/2.10-第10讲-推理系统/2.10-第10讲-推理系统.md","迁移并修订","讲次主页改为目录同名首页"
"cs336/Lecture10/Lecture10-Speculative-Sampling-Theory.md","02-cs336课程笔记/2.10-第10讲-推理系统/2.10.2-投机采样.md","迁移并修订","讲内文章按继承编号迁移"
"cs336/Lecture10/images/cross_layer_attention.png","02-cs336课程笔记/2.10-第10讲-推理系统/images/cross_layer_attention.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture10/images/diffusion_lm.png","02-cs336课程笔记/2.10-第10讲-推理系统/images/diffusion_lm.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture10/images/mamba_ssm_architecture.png","02-cs336课程笔记/2.10-第10讲-推理系统/images/mamba_ssm_architecture.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture10/images/mha_gqa_mla_comparison.svg","02-cs336课程笔记/2.10-第10讲-推理系统/images/mha_gqa_mla_comparison.svg","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture10/images/paged_attention.gif","02-cs336课程笔记/2.10-第10讲-推理系统/images/paged_attention.gif","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture10/images/s4_architecture.png","02-cs336课程笔记/2.10-第10讲-推理系统/images/s4_architecture.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture10/images/speculative_decoding.png","_sources/course-assets/orphans/02-cs336课程笔记/2.10-第10讲-推理系统/images/speculative_decoding.png","附件迁移","未引用课程附件移入可追溯归档"
"cs336/Lecture10/images/speculative_decoding_cover.png","02-cs336课程笔记/2.10-第10讲-推理系统/images/speculative_decoding_cover.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture10/images/speculative_speedup.png","_sources/course-assets/orphans/02-cs336课程笔记/2.10-第10讲-推理系统/images/speculative_speedup.png","附件迁移","未引用课程附件移入可追溯归档"
"cs336/Lecture11/Lecture11-Main.md","02-cs336课程笔记/2.11-第11讲-扩展定律实践/2.11-第11讲-扩展定律实践.md","迁移并修订","讲次主页改为目录同名首页"
"cs336/Lecture11/Lecture11-WSD-Scheduler.md","02-cs336课程笔记/2.11-第11讲-扩展定律实践/2.11.2-wsd学习率调度.md","迁移并修订","讲内文章按继承编号迁移"
"cs336/Lecture11/Lecture11-muP-Theory.md","02-cs336课程笔记/2.11-第11讲-扩展定律实践/2.11.1-mup理论.md","迁移并修订","讲内文章按继承编号迁移"
"cs336/Lecture11/images/00_title.png","_sources/course-assets/orphans/02-cs336课程笔记/2.11-第11讲-扩展定律实践/images/00_title.png","附件迁移","未引用课程附件移入可追溯归档"
"cs336/Lecture11/images/01_motivation.png","02-cs336课程笔记/2.11-第11讲-扩展定律实践/images/01_motivation.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture11/images/02_mup_learning_rate_shift.png","_sources/course-assets/orphans/02-cs336课程笔记/2.11-第11讲-扩展定律实践/images/02_mup_learning_rate_shift.png","附件迁移","未引用课程附件移入可追溯归档"
"cs336/Lecture11/images/03_cerebras_overview.png","02-cs336课程笔记/2.11-第11讲-扩展定律实践/images/03_cerebras_overview.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture11/images/04_cerebras_scaling_comparison.png","02-cs336课程笔记/2.11-第11讲-扩展定律实践/images/04_cerebras_scaling_comparison.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture11/images/05_cerebras_mup_table.png","02-cs336课程笔记/2.11-第11讲-扩展定律实践/images/05_cerebras_mup_table.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture11/images/06_cerebras_hp_search.png","02-cs336课程笔记/2.11-第11讲-扩展定律实践/images/06_cerebras_hp_search.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture11/images/07_minicpm_overview.png","02-cs336课程笔记/2.11-第11讲-扩展定律实践/images/07_minicpm_overview.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture11/images/08_minicpm_mup_params.png","02-cs336课程笔记/2.11-第11讲-扩展定律实践/images/08_minicpm_mup_params.png","附件迁移","课程附件按讲次目录迁移"
